Unnamed: 0,诗人,文本,朝代,情感,题目,interpretation
4264,释慧空,舀溪长柄向来杓，瑞世优昙今日花。到我住庵无此瑞，只将溪水煮山茶。,宋,正面,本老昔住此庵今出世再过山次日出诸偈颂乃和之,解释: 这首诗描述了一个人在山庵中的生活，他没有看到瑞世优昙的花，但他仍然能够享受到溪水的美妙，并将其用于煮山茶。这首诗表达了一种简单而又美好的生活态度，即在自然环境中享受生活的美好，而不是追求物质上的财富和荣誉。 </s>
4760,苏轼,人去山空鹤不归，丹亡鼎在世徒悲。可怜九转功成后，却把飞升乞内芝。,宋,负面,富阳妙庭观董双成故宅发地得丹鼎覆以铜盘承以琉璃盆盆既破碎丹亦为人争夺持去今独盘鼎在耳二首,解释: 这首诗描述了一个人在追求功名利禄的过程中，经历了九次转折，最终却因为贪婪而失去了一切。诗中的“鹤不归”指的是鹤归巢，而“丹亡鼎在世”则是指丹鼎在世上，但已经失去了它的价值。最后，诗中的“飞升乞内芝”则是指这个人在追求功名利禄的过程中，却失去了自己的本性和内心的平静。 </s>
2024,王安石,绕岸车鸣水欲乾，鱼儿相逐尚相欢。无人挈入沧江去，汝死那知世界宽。,宋,负面,鱼儿,解释: 这首诗描述了一个人在江边听到了车辆的声音和鱼儿的声音，但他没有去挈鱼，因为他知道这是不道德的。他认为世界宽广，不应该只关注自己的利益。 </s>
1398,陆游,架桥筑路村翁事，裂网伸钩老妪心。自笑年来足衰态，轩昂故步懒重寻。,宋,中立,村居书事六首,解释: 这首诗描述了一个老人在建造桥梁和修建路面时的劳动和奋斗。他的心中充满了坚定的信念和勇气，即使年纪已经衰老，也不懈地努力工作。他的劳动和奋斗不仅仅是为了自己，也是为了整个村庄的发展和进步。 </s>
4076,陆游,清夜焚香读楚词，寒侵貂褐叹吾衰。轻冰满研风声急，忽记山阴夜雪时。,宋,负面,夜寒二首,解释: 这首诗描述了一个人在清夜里独自焚香读楚词，感受到寒冷和衰老的感觉。他听到了轻冰满研风声急，忽然想起了山阴夜雪时的情景。这首诗表达了人们在孤独的时候，会感受到孤独和寂寞，但也会感受到自然的美妙和宁静。 </s>
3950,宋祁,日华初丽上林天，殿里春花百种鲜。驱出馀寒还故腊，收回和气作新年。,宋,正面,春帖子词皇帝阁十二首,解释: 这首诗描诉了春天的美景，描绘了春天的气息和景象。诗中提到了日华初丽，殿里春花百种鲜，驱出馀寒还故腊，收回和气作新年。这些描述表达了春天的美好和希望，也表达了人们对新年的期望和憧憬。 </s>
724,张耒,容易得愁即不去，苦教春物唤愁生。遣愁饮酒大拙计，遣谁蹙眉为慢声。,宋,负面,漫成三首,解释: 这首诗描述了一个人在春天中感到悲伤和忧愁的情景。他不愿意去面对这些情绪，但是春天的自然景象却让他感到更加悲伤。他试图通过饮酒和唱歌来缓解这些情绪，但这些行为只会让他更加沉溺于悲伤之中。最后，他感到自己被困在这种情绪中，无法自拔。 </s>
710,夏竦,太官角黍迎嘉节，上圣斋居袭美祥。金阙鉴观真绪远，永延鸿庆庇多方。,宋,正面,御阁端午帖子,解释: 这首诗描诉了太官角黍迎嘉节的场景，表达了上圣斋居袭美祥的意境，以及金阙鉴观真绪远的宏伟景象。诗中强调了永延鸿庆庇多方的意义，表达了对美好未来的期望。 </s>
791,白玉蟾,大隠在朝市，仙人好楼居。方平今白发，未许见麻姑。,宋,负面,感咏十解寄呈杨安抚,解释: 这首诗描述了一个仙人在朝市中的生活，他住在一座高楼里，并且有一个美丽的花园。他的白发已经长得很长了，但他还没有见到他的女儿，她的名字叫麻姑。这首诗表达了仙人对他的女儿的思念和爱。 </s>
3015,陆游,孤村小市负薪歌，造物其如此老何。灵药已能驱疾竖，醇醪不用战悲魔。,宋,正面,行歌,解释: 这首诗描诉了一个孤村小市的景象，人们在这里唱着负薪歌，表达了对生活的感慨和对自然的敬畏。诗中提到了灵药和醇醪，这些都是治疗疾病的药物，但是诗人并没有把它们用来战胜悲剧，而是用它们来治愈疾病。整首诗表达了对生命的珍视和对自然的敬畏。 </s>
3720,范成大,藕花深处好徘徊，不奈华筵苦见催。记取南泾茭叶露，明明风熟更重来。,宋,中立,采莲三首,解释: 这首诗描诉了诗人在藕花深处的徘徊，他感到很惆怅，因为他知道华筵即将到来，但他又不想错过茭叶露的美丽。他希望明天的风会更熟，因为他想再次欣赏茭叶露的美丽。 </s>
4536,杨万里,雨冷风酸数日强，老怀不可更禁当。春寒幸自归将去，唤取重来是海棠。,宋,正面,上巳三首,解释: 这首诗描述了一个人在寒冷的冬天里的感受。他感到雨冷风酸，数日强，老怀不可更禁当。春寒幸自归将去，唤取重来是海棠。这首诗表达了一种孤独、寂寞的感觉，但也有一种希望和期待，希望春天很快就会到来，唤醒一切生命。 </s>
3955,薛师石,水满沟塍不愁旱，急催租税却忧贫。家人苦不怜予拙，雪袴冰衫要及晨。,宋,负面,赋二十八字,"解释: 这首诗描述了一个农民的生活状况。他们的家庭生活困难，因为他们的土地干旱，没有收成，他们的租金却要及时付清，而且他们的家人也很苦难。他们的衣服冬天都是雪袴和冰衫，因为他们没有足够的钱买新衣服。

这首诗反映了中国农民在农村生活中的困境，尤其是在干旱和贫困的情况下。它呼吁人们关注农民的生活，提供帮助和支持。 </s>"
1157,黄庶,绿阴清韵竹萧然，历历当年泣泪痕。千古舜妃湘水底，必应憔悴有惭魂。,宋,负面,灵竹,解释: 这首诗描述了一个女子在湘水底的悲惨遭遇。她的眼泪痕迹在历史上留下了深刻的印记，她的美貌和才华也被人们所记忆。她的悲惨遭遇令人感到悲痛，但她的美丽和才华也令人感到敬佩。 </s>
1553,毛滂,冰销玉液鳬鹥喜，日暖宜春草木长。忠厚家风传八叶，太平光景接三王。,宋,正面,春词,解释: 这首诗描述了春天的景象，冰雪融化，玉液变成了鳬鹥喜欢的水，草木也因为温暖的阳光而长势勃勃。诗中还提到了忠厚家风和太平光景，这些都是美好的事物。 </s>
3747,方万,垂老虬髯感旧知，西风吹泪赴江湄。红颜薄命伤今古，莫怨茅山乞药迟。,明,负面,忆乔,解释: 这首诗描述了一个老人的感受，他感到岁月流逝，旧时的朋友已经不在了，他的红颜薄命也已经消逝。他感到悲伤，但他也知道自己不能怨恨茅山，因为他已经太老了，无法走上山去乞药。 </s>
4055,陆游,蔬畦蹑屐惬幽情，检校园丁日有程。得雨尚悭须灌溉，我来时听桔槔声。,宋,正面,雨过行视舍北菜圃因望北村久之二首,"释: 这首诗描述了作者在园林中的感受。他走在蔬菜地里，感受到了幽静的氛围，并且看到了园丁们正在忙碌地工作。他得到了雨水，但是他认为这是一种悭恶的事情，因为他需要灌溉蔬菜。最后，他听到了桔槔的声音，这让他感到非常愉悦。

这首诗表达了作者对自然和园林的热爱，以及他对园丁们的尊重和感激。他感受到了自然的美好，并且欣赏了园丁们的劳"
2975,文天祥,吴楚东南坼，风云地一隅。蹉跎暮容色，不敢恨危途。,宋,负面,第一百六十四,解释: 这首诗描述了吴楚地区的风景和旅行者的心情。吴楚地区的山峰和河流，以及风云的变化，都给人留下了深刻的印象。旅行者在旅途中经历了许多艰难险阻，但他们仍然坚强地前行，不敢怨恨危险的路途。这首诗表达了旅行者的勇气和坚韧不拔的精神。 </s>
3800,刘克庄,梅太酸寒兰太清，海棠方可入丹青。赵昌骨朽徐熙死，谁写春风上锦屏。,宋,正面,熊主簿示梅花十绝诗至梅花已过因观海棠辄次其韵,解释: 这首诗描述了春天的美景和春风的温暖，同时也提到了一些历史上的人物和事件。诗中的“梅太酸寒兰太清”形容了梅花和兰花的清雅，而“海棠方可入丹青”则表达了海棠花的美丽。诗中还提到了赵昌骨和徐熙，他们是唐代的文学家和画家，赵昌骨朽徐熙死，谁写春风上锦屏，表达了他们的悲剧命运。整首诗通过描绘春天的美景和历史人物的命运，表达了对生命的思考和对美好事物的追求。 </s>
4790,文天祥,月比于人历世多，才圆又缺几消磨。只因受用长生药，嗟尔死蛙如月何。,宋,负面,赠余月心五首,解释: 这首诗描诉了月亮的历史和变化，以及它与人类的关系。诗中提到月亮比人类历史悠久，经历了很多圆满和缺损，但是它仍然存在。诗中还提到了长生药，这是一种传说中的药物，可以让人类长生不老。诗中的“死蛙如月”是一种比喻，意思是月亮和死蛙一样，都是不朽的存在。整首诗表达了月亮的永恒和不朽，以及它与人类的关系。 </s>
345,杨万里,贪看波日弄船窗，奇观人间不作双。忽被竹阴偷捲去，只馀一面拨醅釭。,宋,正面,晚日二首,解释: 这首诗描述了一个人在船上观赏美景时，被竹阴偷走了一半，只剩下一面拨醅釭的情景。诗中的“贪看波日弄船窗”表示人们对美景的贪婪，而“奇观人间不作双”则表示美景的稀有性。最后，“忽被竹阴偷捲去”则表示美景被突然夺走，只剩下一面拨醅釭，暗示着人们对美景的贪婪和珍惜美景的重要性。 </s>
2786,王嗣经,渌水微风爽气新，重重楼榭接花津。葡萄叶暗宜留客，杨柳条疏好望人。,明,正面,青溪水亭迟叶五循甫,解释: 这首诗描述了一个美丽的春天景象，渌水微风吹拂着新鲜的空气，楼榭和花津相互连接，葡萄叶暗示着留客的意味，杨柳条疏则让人感到舒适和惬意。整首诗充满了春天的生机和美好的感觉。 </s>
4275,辛弃疾,自古蛾眉嫉者多，须防按剑向随和。此身更似沧浪水，听取当年孺子歌。,宋,中立,再用韵,解释: 这首诗描述了一个人在面对别人的嫉妒和攻击时，应该如何应对。诗中提到了蛾眉嫉者多，这是指很多人都会对别人嫉妒和攻击。诗中还提到了须防按剑向随和，这是指在面对攻击时，应该保持冷静，不要轻易地回应攻击。最后，诗中提到了这个人更像沧浪水，听取当年孺子歌，这是指这个人应该保持坚强和勇敢，不要被别人的攻击所打败。 </s>
3065,元稹,苍溪县下嘉陵水，入峡穿江到海流。凭仗鲤鱼将远信，雁回时节到扬州。,唐,正面,苍溪县寄扬州兄弟,解释: 这首诗描诉了苍溪县下嘉陵水的美景，水流从峡谷穿过江河，最终流入大海。诗中提到了鲤鱼和雁，这些动物代表着远方的信息和季节的变化。诗人通过这些自然元素，表达了对大自然的敬畏和对生命的热爱。 </s>
2160,陆游,十里秋风画角哀，夕阳光景亦佳哉。正疑白鹭归何晚，一片雪从天际来。,宋,中立,秋日杂咏八首,解释: 这首诗描述了一个秋天的景象，十里的秋风吹拂着画角，夕阳的光景也十分美丽。诗人疑惑着白鹭何时才能回家，同时一片雪从天际飘落下来。这首诗表达了诗人对自然景色的感受和对生命的思考。 </s>
249,王安石,两生才器亦超群，黑白何劳强自分。好与骑奴同一处，此时俱事卫将军。,宋,中立,两生,解释: 这首诗是唐代诗人白居易写的，描述了两个人的才华和努力，他们都是超群的才器，但是他们的命运却不同。一个人被奴役，另一个人则成为了卫将军。诗人认为，这两个人的命运是相似的，他们都受到了命运的摧残，但是他们的命运却有着不同的结果。诗人通过这首诗表达了对命运的思考和对人生的感慨。 </s>
3071,晁补之,疏林小雨月胧明，商颂琅琅半夜声。邓子弓强殊未发，欲驰桑本犯坚城。,宋,中立,夜闻慎思吟讽,解释: 这首诗描述了一个疏林中的小雨和月亮的明亮，商人们在半夜唱歌谣，但邓子弓强却没有发射，因为他的弓强坚固，不易被桑树所破坏。这首诗表达了勇气和坚韧不拔的精神。 </s>
402,陆游,菊丛抽緑满枯荄，绕舍梅花已遍开。须信今春春事早，江乡开岁有奔雷。,宋,正面,癸丑正月二日二首,解释: 这首诗描述了春天的景象，菊花和梅花都已经开放，枯荄也抽出了新的叶子。诗人认为春天的事情已经早了，江乡也开始了新的一年。 </s>
1391,释德洪,剧笑自知跻奥室，好诗安敢望门墙。饶君丽句春难敌，输我朱颜鬓未苍。,宋,中立,次韵通明叟晚春二十七首,解释: 这首诗是一首赞美诗，赞美了诗人的才华和美貌。诗人在奥室中剧笑，表示他的才华超越了奥室的高度，而且他的美貌也是无法被春天所敌的。诗人还挑战了读者，要求他们欣赏他的诗歌，并且诗人的鬓发仍然是鲜艳的，这表明他的美貌仍然存在。 </s>
1544,姜夔,沈碑含秀润，隆画出神竒。道人那得此，老子乃躭之。,宋,正面,嘉泰壬戌上元日访全老扵浄林广福院观沈傅师碑隆茂宗画赠诗二首,解释: 这首诗描述了一个道人在沈碑含秀润的山峰上画出了一幅神秘的画作。诗中提到了老子，他是一位古代哲学家，也是道家的代表人物之一。诗中的“躭之”是一种道家的修行方式，意为“摇摆”，即通过摇摆的方式来达到修行的目的。因此，这首诗表达了道家的修行理念和对自然的赞美。 </s>
2035,范成大,古藤阴下醉中休，谁与低眉唱此愁。团扇他年书好句，平生知已识儋州。,宋,正面,次韵徐子礼提举莺花亭,"释: 这首诗描述了一个人在古藤阴下醉酒后的感受，他感到孤独和沉闷，但也感到一种温暖和安慰。他回忆起自己曾经写过的好句子，并感到自己的才华已经被人们所认可。

这首诗表达了一种孤独和沉闷的情感，但也表达了一种温暖和安慰的情感。诗人在古藤阴下醉酒后，感到孤独和沉闷，但也感到一种温暖和安慰。他回忆起自己曾经写过的好"
749,王安石,孙陵西曲岸乌纱，知汝凄凉正忆家。人世岂能无聚散，亦逢佳节且吹花。,宋,负面,次吴氏女子韵,解释: 这首诗描述了孙陵在西曲岸乌纱的景象，他感到凄凉，想起了家乡的美好。诗人认为人生中聚散无常，但仍然可以享受美好的时刻，如吹花。 </s>
341,李鍇,踏歌争唱白铜鞮，衰柳寒乌落日低。古瑟无人听悲怨，雪深疲马度青齐。,淸,负面,送别周西穆南归武林四截句,解释: 这首诗描述了一个寒冷的冬天的场景，人们在唱歌和跳舞，但是周围的景象却显得凄凉和孤独。诗中提到了一些冬天的特征，如白铜鞮和衰柳，以及一些人物，如古瑟和疲马。整首诗充满了孤独和悲伤的情感，但也有一些希望和勇气的元素。 </s>
5,王建,眼暗没功夫，慵来剪刻粗。自看花样古，称得少年无。,唐,中立,酬从侄再看诗本,解释: 这首诗描述了一个人在做手工艺品时的心情。他的眼睛暗淡，没有精神，慵懒地剪刻粗糙的线条。他看到的是花样古怪的图案，但他认为这些图案不值得注意，因为他认为自己是一个年轻人，没有经验和技能。 </s>
2939,元好问,生红点点弄娇妍，半拆花房更可怜。传语春风好将护，莫教容易作银钱。,元,中立,赋瓶中杂花七首,释: 这首诗描述了春天的美景和花卉的生长。诗中的“生红点点弄娇妍”形容了春天的花朵绽放，呈现出美丽的景象。诗中的“半拆花房更可怜”则表达了春天花卉的生长状态，即花房半拆，花卉却仍在生长。诗中的“传语春风好将护”则表达了春天的气息和春风的温暖，希望春风能够保护花卉的生长。最后，诗中的“莫教容易作银钱”则表达了对春天花卉的珍视和保护，希望不要轻��
3934,王安石,莫将戏事扰真情，且可随缘道我赢。战罢两奁分白黑，一枰何处有亏成。,宋,中立,棋,"解释: 这首诗是在描述一个人在战争中的经历，他经历了许多战争和战斗，但最终他赢了。他的战友们也都赢了，但是他们的战争和战斗却有些不公平，因为有些人赢得了白黑，而有些人则失去了一切。

这首诗的主题是战争和战斗的不公平性，以及在战争中的胜利和失败。它也提醒人们不要将戏剧化的事情扰乱真正的情感，因为这样会导致失败。 </s>"
4963,秦观,发春献岁偶然同，新历观天最有功。头上两般幡胜影，一时飞入酒杯中。,宋,正面,元日立春三绝,解释: 这首诗是唐代诗人白居易写的，描述了他在新年的时候，与朋友一起庆祝，并且感叹自然界的美妙。诗中提到了春天的到来，以及新年的到来，表达了对新年的祝福和期望。诗中还描述了一种神秘的氛围，让人感到欣喜和愉悦。整首诗充满了欢乐和希望的情感，表达了对新年的美好期望。 </s>
1587,陆游,万里风中寄断蓬，古来虚死几英雄。拔山力与回天势，不满先生一笑中。,宋,正面,排闷六首,解释: 这首诗描述了一个英雄在万里风中寄断蓬，古代虚死的英雄们的故事。诗中提到了拔山力与回天势，表达了英雄们的勇气和力量。最后，诗中提到了“不满先生一笑中”，表达了英雄们的坚韧和不屈不挠的精神。 </s>
4769,黄庭坚,凌云一笑见桃花，三十年来始到家。从此春风春雨后，乱随流水到天涯。,宋,负面,题王居士所藏王友画桃杏花二首,解释: 这首诗描诉了一个人在三十年的流浪生涯中，经历了许多艰辛和挫折，但最终还是回到了家乡。在这个过程中，他看到了许多美景，如桃花，也经历了许多困难，如春风春雨。最终，他终于到达家乡，但他也意识到，他的生活将永贵不息，他将永远流浪在天涯海角。 </s>
497,黄佐,黄鸟双双飞，园林春意早。欢爱绯桃花，侬爱菤葹草。,明,正面,子夜四时歌八首,解释: 这首诗描述了春天的景象，黄鸟双双飞，园林春意早，桃花绯红，菤葹草翠绿。诗人表达了对春天的喜爱和对大自然的感激之情。 </s>
4573,陈宓,东郊无地不苍苍，日气融和自有香。最是游人行乐处，不寒不暖昼偏长。,宋,正面,春日到小园,解释: 这首诗描诉了东郊的美景，尤其是游人在那里漫步时的感受。诗中提到了苍苍的山峰和日气融和的气息，这些都是东郊的特色。诗人认为，在这里漫步，不仅可以欣赏到美景，还可以感受到温暖的阳光和清新的空气。最后，诗人强调了这里的游人可以在这里感受到温暖的阳光和清新的空气，这里是一个非常适合游人漫步的地方。 </s>
870,宁献王,银汉沉沉玉漏迟，一钩斜月上花枝。恰似徐熙新扇面，美人欢笑共题诗。,明,正面,宫词一百七首（录七十首）,解释: 这首诗描述了一个美丽的夜晚，银河沉沉，月亮斜挂在花枝上，美人们欢笑着一起写诗。这首诗表达了诗人对美好事物的赞美和对美好时光的珍惜。 </s>
2441,屈大均,九卦先生忧患馀，年衰一倍惜居诸。思求易史莲须阁，表里春秋作一书。,明,中立,自题易叶轩,"释: 这首诗是唐代诗人白居易写的，描述了九卦先生的忧患和感叹。九卦先生是一个历史上的人物，他是唐代的一位著名文学家和诗人。他的忧患是因为他的年龄越来越大，他感到自己的生命已经到了尽头。他渴望易史莲须阁的春秋史，表里春秋的春秋史，这是一本古代的历史书，他希望能够通过阅读这本书来找到自己的意义和价值。

这首诗表达了九卦先生的忧患和感叹，以及他对历史和文学的热"
145,张孝祥,庐山突兀上霄汉，使君豪气与相酬。庐山虽好不足恋，归矣当为苍生谋。,宋,中立,次江州王知府叔坚韵,解释: 这首诗描述了庐山的壮丽景色和使君的豪气，但也提醒人们不要过度迷恋庐山，应该为苍生谋求利益。 </s>
4167,欧阳詹,何事悲酸泪满巾，浮生共是北邙尘。他时不见北山路，死者还曾哭送人。,唐,负面,观送葬,解释: 这首诗描述了一个人在悲伤和哀愁中的感受，他曾经沉浸在北邙山的尘埃中，但现在已经不见北山路了。他曾经哭送过死者，但现在也不再有机会哭送他人了。这首诗表达了人生短暂，生命脆弱的主题。 </s>
314,杨万里,阿朓青山自一村，州民岁岁与招魂。六朝陵墓今安在，只有诗仙月下坟。,宋,负面,望谢家青山太白墓二首,解释: 这首诗描诉了一个叫阿朓的山，它位于一个村庄之间，每年都会有州民前来拜访它。虽然这座山上有许多古代的陵墓，但现在它们已经消失了，只有诗仙的坟墓仍然保存着。这首诗表达了对历史文化的怀念和对诗仙的崇拜。 </s>
3792,陆游,一棹朝南暮北风，奇峰倒影绿波中。定知渐近三山路，认得渔翁是放翁。,宋,正面,题詹仲信所藏米元晖云山小幅二首,解释: 这首诗描诉了一个人在渔舟中漂泊的经历。他看到了奇峰倒影在绿波中，感受到了南北风的吹拂。他知道自己正在朝着三山的方向前进，并且认出了一个渔翁是一个放翁。这首诗表达了漂泊的孤独和探索的勇气。 </s>
3456,周芬斗,秀色罗山列画屏，男生聪慧女娉婷。三苞竹韵琴堂化，管领薰风动舜廷。,淸,正面,留题诸罗十一番社,解释: 这首诗描述了一个美丽的山脉和一个聪明的男孩和美丽的女孩。诗中提到了三苞竹和琴堂，这些都是传统文化中的象征。诗的意思是，这个男孩和女孩都很聪明，他们的美丽和聪明使得他们成为了舜廷的管领者，他们的美丽和聪明也让他们成为了琴堂的主人。 </s>
3336,晁补之,不是生情薄桃李，广陵一株名最高。俱飞蛱蝶莫猜忌，端为蜻蜓避伯劳。,宋,负面,漫成呈文潜五首,"释: 这首诗是在描述一株桃李树，它的生命力非常强大，能够在广陵这样的环境中生长，并且它的名字是最高的。诗中还提到了一只蛱蝶和一只蜻蜓，它们都在桃李树上飞舞，但是它们之间的关系并不友好，因为蛱蝶和蜻蜓之间存在着猜忌和争斗。

这首诗的主题是生命力和生态系统的平衡。诗中的桃李树代表着生命力的力量，它能够在广陵这样的环境中生长，并且它的名"
3128,释道济,妈妈好善结良缘，斋僧不论圣和凡。经资斋衬明舍施，少间暗里送来还。,宋,正面,闻王妈妈家做小祥功德作二首,解释: 这首诗描诉了妈妈的善良和慈爱，她的善良和慈爱能够帮助各种人，无论他们是圣人还是凡人。妈妈的善良和慈爱也能够帮助人们获得经资和衣物，并在黑暗的时候送来帮助。这首诗表达了妈妈的善良和慈爱，以及她对人们的帮助和关爱。 </s>
4375,李商隐,武皇精魄久仙升，帐殿凄凉烟雾凝。俱是苍生留不得，鼎湖何异魏西陵。,唐,中立,过景陵,解释: 这首诗描述了武皇在升天之后，帐殿变得凄凉，烟雾凝滞，似乎是苍生留不得的景象。诗人将这个场景与鼎湖和魏西陵进行了比较，表达了对历史的思考和对人类命运的感慨。 </s>
529,范成大,山顶嘘云黑似烟，修篁高柳共昏然。鸟啼一夜劝归去，谁道东川无杜鹃。,宋,负面,邻山县,解释: 这首诗描述了一个山顶的景象，云层黑沉，树木高耸，鸟儿在夜晚唱歌，劝勉人们回家。诗人认为东川地区没有杜鹃鸟，这是一种美丽的鸟类，因此暗示着东川地区的美丽景色。 </s>
4648,张耒,青春忽妍好，半岭丽朝阳。谷鸟喜相见，园花明晓妆。,宋,正面,青春,解释: 这首诗描述了春天的美景和生命的美好。青春的美丽和半岭的美景，以及谷鸟和园花的美丽，都是春天的象征。诗人通过这些美景来表达对春天的热爱和对生命的赞美。 </s>
268,杨万里,重阳才过便新寒，去岁如今暑尚残。云外雁来元不觉，一声唤我举头看。,宋,中立,晚登浄远亭二首,解释: 这首诗是唐代诗人白居易写的，描述了重阳节的景象。重阳节是中国传统节日之一，通常在农历九月初九庆祝。诗中描述了天气的变化，云外雁归，暑气未消，但是诗人仍然感到孤独和寂寞。最后，诗人呼唤读者举头看，表达了对生命的珍视和对自然的敬畏。 </s>
4740,元好问,二年老眼暗兵尘，今日逢君喜事新。结伴还乡有成约，不应先作北归人。,元,中立,和德新丈,解释: 这首诗是唐代诗人白居易写的，描述了他在二十年的时间里经历了许多坎坷和挫折，但最终在今天遇到了一位志同道合的朋友，感到非常高兴和欣喜。他们决定一起回家，并签订了一份成约，不应该先回北方去。这首诗表达了友谊和团结的重要性，以及在困难时期坚持不懈的精神。 </s>
179,刘克庄,绮纨贵家子，旗鼓少年场。屡舞众人醉，鲜妆一国狂。,宋,中立,端午五言三首,解释: 这首诗描述了一个贵族家庭的儿子在旗鼓少年场上表演舞蹈，引起了众人的欢呼和醉意，他们的妆容和服装也十分华丽。这首诗传达了贵族家庭的荣耀和华丽，以及他们的儿子们在社交场合中的威望和受欢迎程度。 </s>
4448,项安世,人怜蔡庆远，庆远自悠哉。虽欠寿将位，非无时与才。,宋,负面,武学蔡博士挽诗,解释: 这首诗是在描述蔡庆远的生平和人物特点。蔡庆远是一个受人怜悯的人，他有自己的思想和追求，即使他没有得到应有的寿命和地位，但他仍然有自己的时间和才能。这首诗表达了蔡庆远的坚韧和不屈不挠的精神，以及他对自由和真理的追求。 </s>
3791,白玉蟾,欲晓江头杖策徐，一峯西去众峯趋。不知林里犹僧寺，少立忽闻敲木鱼。,宋,中立,江上散纵,"释: 这首诗描述了作者在江边散步时，看到一座高山，想要登上去，但是却发现山上已经有很多人了。作者感到有些失落，但是还是坚持着向前走。在路上，他听到了一些声音，似乎是有人在打木鱼，于是他停下来听听。最后，他发现原来是一群僧人在打木鱼，他感到非常惊讶。

这首诗通过描述作者的旅行经历，表达了人们在追求自己的目标时，可能会遇到很多困难和挑战，但是只要坚持"
2131,蔡襄,洛阳风景实堪珍，到此经今三纪春。无限欢娱荣乐事，一时回施少年人。,宋,正面,洛阳诗帖,解释: 这首诗描述了洛阳的美景和春天的欢乐氛围。诗人描述了洛阳的美景，并表达了他对春天的喜爱。他认为春天是一个充满欢乐和荣耀的季节，所以他感到非常高兴。 </s>
121,李乂,上林花鸟暮春时，上巳陪游乐在兹。此日欣逢临渭赏，昔年空道济汾词。,唐,正面,奉和三日祓禊渭滨,解释: 这首诗描诉了诗人在春天的上林花鸟中游玩的情景，并且欣赏了临渭的美景。诗人曾经在济汾的路上漫游，但是现在已经不在那里了。 </s>
974,贾岛,南游衡岳上，东往天台里。足蹑华顶峰，目观沧海水。,唐,中立,送郑山人游江湖,解释: 这首诗描诉了作者在南游衡岳上的旅行经历。他踏上华顶峰，俯瞰沧海水，感受到了大自然的壮美和宏伟。 </s>
4425,白玉蟾,不读儒书读道书，故人听我自江湖。君今一武登台省，我亦三清直殿庐。,宋,正面,寄王察院,释: 这首诗是唐代诗人白居易写给他的朋友的。诗中的“不读儒书读道书”表示作者不读儒家经典，而是读道家经典，这是一种哲学思想。诗中的“故人听我自江湖”表示作者的朋友已经离开了他，但他仍然保持着自己的信仰和价值观。诗中的“君今一武登台省”表示作者的朋友已经成为了一个官吏，而作者仍然保持着自己的信仰和价值观。诗中的“我亦三清直殿庐”表示作者也是一个有信仰和价值观的人
1142,杨万里,甘露祥风天上来，今回恩数赛前回。都将四海欢声里，酿作慈皇万寿杯。,宋,正面,德寿宫庆寿口号,解释: 这首诗描诉了甘露和祥风的到来，以及它们带来的恩泽和喜悦。诗中提到了“四海欢声”，表示这种喜悦不仅仅局限于一个地方，而是整个世界都能感受到。最后，诗中提到了“慈皇万寿杯”，表示这种喜悦将会持续到永远。 </s>
3056,陆游,耕佣蚕妇共欣然，得见先生定有年。扫洒门庭拂床几，瓦盆盛酒荐豚肩。,宋,正面,山村经行因施药五首,解释: 这首诗描诉了一个农村的场景，耕佣和蚕妇们在一起欣然地吃着饭，享受着农村生活的美好。诗中提到了一些农村的物品，如门庭、床几、瓦盆和豚肩，这些物品都是农村生活中常见的。诗的意境是温馨、舒适和自然的，让人感到放松和愉悦。 </s>
2754,张载,闺阃诚难与国防，默嗟徒御困高冈。觥罍欲解痡瘏恨，采耳元因备酒浆。,宋,负面,卷耳解,解释: 这首诗描诉了一个人在闺阃中的孤独和困境，他感到难以与国防相比，但仍然默默地努力抵御困境。他渴望解除病痛和病痛的恐惧，但仍然感到无助。他希望能够得到一些帮助，但他只能依靠自己。 </s>
3601,严复,井底微阳向玉梅，斋房瑞气入兰陔。四时淑景催行乐，分付名花次第开。,淸,正面,题金陶陶女士花卉画册在舟中作,解释: 这首诗描诉了春天的美景，尤其是玉梅花的绽放。诗中提到了四季的美景，但是春天的美景最为突出。诗中还提到了斋房中的瑞气和兰陔，这些都是春天的象征。最后，诗中提到了分别开放的名花，这也是春天的美景之一。 </s>
810,陆游,蛙鸣乃是怒，鵩啸固非妖。独宿空山夜，何妨伴寂寥。,宋,负面,独坐绝句二首,解释: 这首诗描述了一个人在夜晚独自在空山中度过的经历。蛙鸣和鵩啸是描述夜晚的声音，蛙鸣代表着怒气，鵩啸则代表着妖怪。诗人认为，即使在孤独的夜晚，也不必害怕，因为它们只是自然的声音，不会对人类造成威胁。 </s>
3563,杨万里,病身谁伴亦谁怜，赢得昏昏几觉眠。睡起不知身是病，踞床看尽水沉烟。,宋,负面,再病书怀呈仲良四首,解释: 这首诗描述了一个人在病中的感受。他感到孤独和无助，没有人能够理解他的痛苦。他感到疲惫不堪，无法入睡，甚至在睡眠中也感到痛苦。他感到自己的身体和精神都受到了伤害，但他仍然坚强地坚持着。 </s>
